sequence_id,chaotic_value,normalized_index
107,0.4441276551996432,273407770
108,0.9850443415351752,606399474
109,0.058780627111386284,36185722
110,0.220748605301236,135894225
111,0.6863544476495925,422524102
112,0.8589353591664489,528765994
113,0.4834499776808088,297614838
114,0.9964071260773248,613394476
115,0.014284061066807156,8793357
116,0.05617930639832505,34584333
117,0.2115625358044034,130239223
118,0.6655472787011716,409715079
119,0.8881504530734001,546750989
120,0.3963635108578677,244003863
121,0.9546453176919879,587685645
122,0.17275756405199805,106350639
123,0.5702204285781232,351031272
124,0.9778256747271158,601955618
125,0.08651367204059039,53258359
126,0.31532593579666784,194116623
127,0.8614230051423881,530297404
128,0.47629991130184274,293213212
129,0.9952588401248411,612687584
130,0.018827538300006302,11590350
131,0.07370751778525671,45374810
132,0.2724161312326992,167701078
133,0.790840274880863,486846233
134,0.6599936186838241,406296211
135,0.8953641475020158,551191784
136,0.3738118915713173,230120944
137,0.9339654795518522,574955007
138,0.24607911060375062,151487843
139,0.7402414858935886,455697301
140,0.7672132735380063,472301303
141,0.7126022951159595,438682442
142,0.8171530538045916,503044545
143,0.5961616224450631,367000833
144,0.9606042400512452,591353995
145,0.1509964988467913,92954391
146,0.511504259169381,314885230
147,0.9969719315636453,613742174
148,0.012045407959218915,7415228
149,0.047482261264196454,29230377
150,0.18045850755644585,111091389
151,0.5900940060817146,363265571
152,0.9651134495719104,594129892
153,0.1343412213189988,82701298
154,0.4640116937183391,285648508
155,0.9923323188257996,610885999
156,0.030359462480048578,18689475
157,0.11745668441670469,72307071
158,0.413605840693132,254618349
159,0.9677188364582615,595733785
160,0.12464396918829879,76731609
161,0.435340322031808,267998232
162,0.9808183129197484,603797905
163,0.07506686234441752,46211631
164,0.2770329958035054,170543249
165,0.799140003008165,491955598
166,0.6404558818150974,394268657
167,0.9187858596015382,565610337
168,0.2977274311532248,183282873
169,0.8342523734895853,513570993
170,0.5517186497581494,339641461
171,0.9868274732561035,607497181
172,0.051866055019480405,31929068
173,0.1962121097512246,120789405
174,0.62927454177541,387385354
175,0.9308194904665436,573018316
176,0.2569343208702497,158170379
177,0.7617671117604812,468948611
178,0.7240971370102973,445758739
179,0.7971240880033142,490714588
180,0.6452519325495132,397221136
181,0.9133184856016204,562244588
182,0.3158796395453325,194457487
183,0.8622377745355128,530798981
184,0.4739473408512405,291764955
185,0.9947918232156017,612400085
186,0.02067239619913334,12726056
187,0.08077774245573241,49727284
188,0.2962682681301563,182384604
189,0.8318885919029634,512115834
190,0.5580013506330262,343509131
191,0.9840770148657316,605803982
192,0.06252108027794216,38488369
193,0.2338626572472969,143967318
194,0.7148919500221956,440091968
195,0.8132475847644762,500640313
196,0.6059850430504969,373048193
197,0.9526810108918415,586476405
198,0.17986881048798237,110728367
199,0.5885889257914664,362339034
200,0.9661864888861852,594790462
201,0.13035392874408322,80246696
202,0.45231351020021215,278447033
203,0.9884267347753932,608481697
204,0.045642905779024266,28098059
205,0.1738029274149748,106994172
206,0.5729459246494697,352709104
207,0.9762687793873652,600997183
208,0.09244051862566824,56906963
209,0.33474212387612406,206069350
210,0.8885324391723124,546986142
211,0.39517974940614536,243275132
212,0.9536607331111119,587079528
213,0.17632583754002318,108547291
214,0.5794877958577719,356736321
215,0.972289944335596,598547787
216,0.10749941183312368,66177312
217,0.38281372027173804,235662527
218,0.9427068296153636,580336236
219,0.21550254541753472,132664718
220,0.6745541813610314,415259784
221,0.8759280426998269,539226796
222,0.43362564578038965,266942667
223,0.9799218359566996,603246028
224,0.07850337517408347,48327170
225,0.2886389750888387,177687963
226,0.8192528034225287,504337164
227,0.5908298135523564,363718538
228,0.9645822804304762,593802901
229,0.13631158579297323,83914267
230,0.4697456421125968,289178363
231,0.9938478485769956,611818968
232,0.024396066798932588,15018371
233,0.0949655859074617,58461410
234,0.3429290223688497,211109257
235,0.8990615448641189,553467925
236,0.3620920348085445,222906127
237,0.9216157586156416,567352441
238,0.2882382068269586,177441247
239,0.8185762023790307,503920644
240,0.5925517210782419,364778555
241,0.9633223739125668,593027295
242,0.14097618754977428,86785825
243,0.4831965893538836,297458851
244,0.9963734051087253,613373717
245,0.014417636376069444,8875587
246,0.05669697486821357,34903013
247,0.21339488735693685,131367231
248,0.6697514625333597,412303201
249,0.8825259194614637,543288491
250,0.4136589445512454,254651040
251,0.9677554363545404,595756316
252,0.12450735852548621,76647510
253,0.43493105203198407,267746283
254,0.9806064677212393,603667491
255,0.07587951850620844,46711907
256,0.27978605053812294,172238047
257,0.8040082076849836,494952495
258,0.628740248544054,387056440
259,0.9313695341352127,573356926
260,0.2550420968296785,157005514
261,0.7580825464408536,466680370
262,0.7317396628981926,450463525
263,0.78322394727293,482157574
264,0.6774389408076509,417035660
265,0.8718765349173853,536732663
266,0.4457142926835766,274384514
267,0.9857417173048109,606828783
268,0.05607938643839511,34522822
269,0.21120861053180218,130021345
270,0.6647321381424205,409213273
271,0.8892246574254757,547412276
272,0.393031622547564,241952731
273,0.9518454872385208,585962051
274,0.1828842660921131,112584701
275,0.5962560691191685,367058975
276,0.9605317289393263,591309356
277,0.15126300129421816,93118452
278,0.5122461978773972,315341972
279,0.9969016222438151,613698891
280,0.012324223467745,7586869
281,0.048567624564811715,29898534
282,0.18437315353168343,113501269
283,0.6000149782159782,369372983
284,0.957588046488505,589497207
285,0.16204658704622668,99756895
286,0.5417920877848564,333530607
287,0.9905311513803455,609777189
288,0.037422966206635426,23037812
289,0.14372972634966047,88480921
290,0.4910552535313176,302296693
291,0.997180766127338,613870733
292,0.01121703031420273,6905274
293,0.04425392209508062,27242992
294,0.1687590947723898,103889157
295,0.5597150561889335,344564099
296,0.9832721071367667,605308476
297,0.065627801149722,40400886
298,0.24466996353523845,150620364
299,0.7373782241908251,453934659
300,0.7726697989332415,475660374
301,0.7008482111913256,431446554
302,0.8365433842843664,514981354
303,0.545586816472757,335866666
304,0.9892081502338779,608962741
305,0.042594789121542846,26221619
306,0.16271408751432426,100167812
307,0.5435904708224333,334637703
308,0.9899184847053797,609400027
309,0.03981971459249876,24513266
310,0.1525540786398601,93913247
311,0.5158325136035119,317549730
312,0.9964998327368485,613451547
313,0.013916785208203032,8567260
314,0.05475520210771038,33707645
315,0.20651070909991814,127129287
316,0.6538175041465989,402494156
317,0.9030972999182632,555952362
318,0.34917514152643714,214954407
319,0.9067349296450546,558191709
320,0.3374211210564635,207718558
321,0.892036751404637,549143419
322,0.3842656703369144,236556356
323,0.9440562041003705,581166920
324,0.2107282095238807,129725607
325,0.6636241066266131,408531162
326,0.8906763354052647,548305938
327,0.38851428380770936,239171829
328,0.9479080309895171,583538129
329,0.19701979914262405,121286624
330,0.6312299615748124,388589123
331,0.9287870017684423,571767103
332,0.26390541138657514,162461826
333,0.7750947874575562,477153212
334,0.6955482030755911,428183836
335,0.8449259920928905,520141740
336,0.5227939793151535,321835252
337,0.9954269336828517,612791063
338,0.018163091992612852,11181313
339,0.07115444438670414,43803122
340,0.26370504282858703,162338478
341,0.774717125929287,476920721
342,0.6963766978773976,428693862
343,0.8436304081977696,519344170
344,0.5263533888217187,324026447
345,0.9947289406014692,612361374
346,0.020920668572078308,12878894
347,0.08172714685231651,50311744
348,0.2994408030755886,184337636
349,0.8370062740308505,515266311
350,0.5443428173427348,335100852
351,0.9896545210549345,609237530
352,0.04085141554174638,25148387
353,0.15633848378602794,96242951
354,0.5262680814713201,323973931
355,0.9947468517043062,612372400
356,0.020849955387422178,12835363
357,0.0814567866435811,50145308
358,0.2985380984276,183781925
359,0.8355582778371821,514374916
360,0.5482285622780287,337492941
361,0.9882192830645713,608353988
362,0.04645130725922487,28595716
363,0.17673139741940447,108796956
364,0.5805346682365,357380782
365,0.9716215271760271,598136306
366,0.11001680906556613,67727037
367,0.39067331204650163,240500941
368,0.9498102244514625,584709131
369,0.1902063402959106,117092216
370,0.614571274744516,378333931
371,0.9451249577836324,581824851
372,0.20693645011289682,127391376
373,0.6548138853530019,403107534
374,0.9018703169986113,555197023
375,0.3531159907785883,217380418
376,0.9114161004618264,561073467
377,0.3221398012003296,198311282
378,0.8712793412349374,536365027
379,0.44748508658088204,275474625
380,0.9864963136356444,607293317
381,0.05315213390752564,32720787
382,0.2008046684287224,123616613
383,0.6403237927281535,394187342
384,0.9189338404456009,565701435
385,0.2972328049447043,182978378
386,0.8334530037915366,513078896
387,0.5538482861069818,340952478
388,0.9859304447125291,606944965
389,0.05534769557691994,34072388
390,0.2086144694032657,128424375
391,0.65872694550985,405516439
392,0.8969749695087613,552183417
393,0.3687193855982369,226985966
394,0.9287339471263594,571734442
395,0.2640869382999938,162573575
396,0.7754366590041232,477363670
397,0.694797241037819,427721539
398,0.8460955991873748,520861757
399,0.5195691665302968,319850037
400,0.995972020408025,613126622
401,0.01600690233980265,9853949
402,0.06284521885497384,38687910
403,0.23499383231495666,144663677
404,0.7172892070446579,441567734
405,0.8091137480025961,498095498
406,0.6162502762751924,379367535
407,0.9435786343311064,580872925
408,0.21241960070815272,130766838
409,0.6675170806331354,410927701
410,0.8855327305076449,545139502
411,0.40444440969220535,248978515
412,0.9610678253521064,591639381
413,0.1492916770960671,91904892
414,0.5067446522611839,311955186
415,0.9973184935668441,613955519
416,0.010670520666055327,6568839
417,0.04212107601253475,25929998
418,0.1609840949626433,99102818
419,0.5389221823654908,331763875
420,0.991455404242431,610346165
421,0.03380162670722605,20808493
422,0.13030971618929385,80219478
423,0.45218308528327855,278366743
424,0.9883770352412254,608451101
425,0.04583660708147346,28217302
426,0.174505094005601,107426430
427,0.5747717340250725,353833084
428,0.9751926592856264,600334717
429,0.09652582687860789,59421904
430,0.34796228057979556,214207762
431,0.9052692821752779,557289447
432,0.34216966761128853,210641793
433,0.8981074488504948,552880578
434,0.36512673208730534,224774306
435,0.9249187143941765,569385761
436,0.277081903768825,170573357
437,0.7992270142669478,492009162
438,0.6402481437922225,394140772
439,0.9190185280697161,565753569
440,0.2969496578058114,182804071
441,0.8329945285539435,512796656
442,0.5550674293730162,341702990
443,0.9854006371067691,606618812
444,0.05740102377040734,35336430
445,0.21588352349966072,132899251
446,0.6754185328463183,415791885
447,0.8747210699528402,538483776
448,0.43724063773626076,269168078
449,0.9817844371685126,604392657
450,0.07135618684785594,43927316
451,0.2643952809710954,162763393
452,0.7760167613215305,477720785
453,0.6935208424035973,426935780
454,0.8480732373860542,522079204
455,0.5140916354482103,316478035
456,0.9967076889834751,613579504
457,0.013093072101734682,8060177
458,0.0515573578230471,31739032
459,0.19510779474264003,120109582
460,0.6265925652614825,385734313
461,0.933557546457864,574703880
462,0.24749113709865392,152357096
463,0.7430947038835143,457453760
464,0.7617108101257082,468913952
465,0.7242147329347486,445831131
466,0.7969137366046476,490585094
467,0.6457505097317092,397528063
468,0.9127395877626583,561888214
469,0.3177876704471085,195632083
470,0.8650266811660448,532515850
471,0.4658545329272418,286782972
472,0.9928480074427489,611203460
473,0.02833235782325128,17441577
474,0.10984324494047186,67620190
475,0.39013304886086325,240168351
476,0.9493377196590883,584418254
477,0.19190149862936656,118135766
478,0.6187505006781474,380906689
479,0.9412342911688704,579429733
480,0.2206960781838511,135861889
481,0.6862373838398932,422452037
482,0.8591093910732844,528873129
483,0.48295137651946973,297307896
484,0.9963402843053023,613353328
485,0.014548825481169403,8956348
486,0.057205257061568635,35215915
487,0.21519193434809306,132473504
488,0.6738486193010801,414825436
489,0.8769088636927614,539830596
490,0.43067943679462717,265128962
491,0.9783266914723908,602264047
492,0.08460226913805421,52081687
493,0.30900445352703837,190225079
494,0.851947597897704,524464284
495,0.5032702244528039,309816306
496,0.997457329471793,614040988
497,0.010119459365620042,6229602
498,0.03996805307199275,24604584
499,0.1530987251444522,94248535
500,0.5173414269593467,318478627
501,0.9963001068949445,613328594
502,0.014707953545305881,9054308
503,0.05782160229478187,35595341
504,0.21736827576535536,133813273
505,0.6787760407400457,417858787
506,0.8699761177566809,535562754
507,0.45133951243588133,277847434
508,0.9880523062305888,608251196
509,0.04710173606818419,28996124
510,0.17908381848491375,110245121
511,0.5865810897226871,361102997
512,0.9675898224607038,595654363
513,0.12512543414535834,77028002
514,0.4367815489024228,268885460
515,0.9815536754888848,604250598
516,0.07224316991635173,44473348
517,0.26742613632398754,164629206
518,0.7816784977598982,481206185
519,0.6809223233599109,419180053
520,0.8668957805111069,533666479
521,0.46039607011015116,283422708
522,0.991241799661747,610214668
523,0.03463916211770134,21324085
524,0.13342276935628494,82135893
525,0.4613283245546023,283996610
526,0.991532961057801,610393909
527,0.03349743929306373,20621233
528,0.12917768980694627,79522596
529,0.44883834890971563,276307702
530,0.9870561169762869,607637936
531,0.050977592274766226,31382125
532,0.19303172066892937,118831537
533,0.621524197183242,382614193
534,0.9385751593008843,577792754
535,0.2300308002803738,141608403
536,0.7066953584989508,435046095
537,0.827035344812211,509128145
538,0.5707610541417976,351364084
539,0.977521564134799,601768405
540,0.0876728915871578,53971981
541,0.3191455591149381,196468007
542,0.866993768136485,533726801
543,0.46010914085444576,283246072
544,0.9911507902329519,610158642
545,0.0349958960016519,21543693
546,0.13474702122612692,82951111
547,0.4651951433722824,286377047
548,0.9926666016009449,611091785
549,0.029045682471233642,17880704
550,0.11252610289604552,69271774
551,0.3984572764616657,245292798
552,0.9563594104327056,588740851
553,0.16652699315295844,102515061
554,0.5537950572805279,340919710
555,0.9859533063306171,606959039
556,0.055259042424702406,34017813
557,0.20829986781347934,128230705
558,0.6579950212006419,405065861
559,0.8978999173704768,552752820
560,0.36578586646870526,225180073
561,0.9256263997781707,569821417
562,0.2746802495693724,169094884
563,0.7949317301628601,489364958
564,0.6504309454271361,400409369
565,0.9072084173250131,558483191
566,0.3358834063900353,206771931
567,0.8900323173704281,547909476
568,0.39052041771254814,240406818
569,0.9496767420380386,584626958
570,0.19068540240352044,117387129
571,0.6157546740577744,379062439
572,0.9440374131807759,581155352
573,0.21079479502594226,129766597
574,0.6637777941694939,408625773
575,0.89047556820653,548182344
576,0.38914003422881244,239557045
577,0.9484631712769523,583879876
578,0.19503432819279345,120064355
579,0.626413796686525,385624262
580,0.9337380125091187,574814976
581,0.246866632653512,151972647
582,0.7418347583599535,456678130
583,0.7641486390994419,470414694
584,0.7190997308830321,442682304
585,0.8059612786286617,496154818
586,0.6239869069598586,384130253
587,0.9361627151410843,576307639
588,0.2384507228238219,146791760
589,0.7245519826783888,446038744
590,0.7963098642300663,490213346
591,0.647179852796239,398407976
592,0.9110689828142009,560859780
593,0.32327894255871187,199012544
594,0.8728909747487634,537357158
595,0.44269976059415916,272528749
596,0.9843995634304931,606002545
597,0.061274681163907434,37721078
598,0.229505177502554,141284826
599,0.7055618784982799,434348317
600,0.8288998132919512,510275923
601,0.5658814021379135,348360140
602,0.9801819670008467,603406166
603,0.07750686148311911,47713710
604,0.28528319614556125,175622124
605,0.8135478096287125,500825134
606,0.6052342065973763,372585973
607,0.9533137894296647,586865947
608,0.17758136716854123,109320203
609,0.5827244385603411,358728819
610,0.9701951023868567,597258190
611,0.1153770971087393,71026864
612,0.40724023806028437,250699644
613,0.9631685499939002,592932600
614,0.1415448282432263,87135884
615,0.4848244604648793,298460978
616,0.9965811149692739,613501584
617,0.013594713060932266,8368990
618,0.0535054883825155,32938314
619,0.2020641778709014,124391975
620,0.6433246411101099,396034683
621,0.9155376085301263,563610694
622,0.3085406986292833,189939589
623,0.851239910315362,524028627
624,0.5052557963526094,311038637
625,0.9973897826527526,613999405
626,0.010387582409463733,6394660
627,0.04101592535918983,25249660
628,0.15694114071221563,96613950
629,0.5279193700660151,324990475
630,0.9943898300127164,612152616
631,0.022258996960189504,13702778
632,0.08683650071791796,53457094
633,0.31639073221533015,194772119
634,0.862987670766474,531260622
635,0.47177740397740425,290429128
636,0.9943219054442439,612110801
637,0.02252695665390815,13867735
638,0.08785777658250617,54085798
639,0.31975376282917356,196842421
640,0.8678700630031753,534266254
641,0.45753975081669906,281664340
642,0.9903065376847752,609638915
643,0.03830200142323691,23578952
644,0.14697148285974299,90476566
645,0.5002297556821476,307944575
646,0.9974997893771829,614067126
647,0.009950898682938159,6125835
648,0.03930899441037684,24198863
649,0.150677551501599,92758045
650,0.5106155696305771,314338147
651,0.9970503656288593,613790458
652,0.011734326772587001,7223725
653,0.046270563067646785,28484448
654,0.17607709626358833,108394164
655,0.5788450702155359,356340655
656,0.9726959850618019,598797749
657,0.10596843776874657,65234834
658,0.37800912058273545,232704785
659,0.9381217191026198,577513614
660,0.23161694340975494,142584843
661,0.7101024343917566,437143512
662,0.821369298580004,505640091
663,0.5854198779814831,360388148
664,0.968386743338058,596144952
665,0.12214929607402117,75195872
666,0.42784309371514273,263382891
667,0.9767255896928394,601278399
668,0.090703521406738,55837656
669,0.3290808065185101,202584208
670,0.8809386509055518,542311358
671,0.41849411954257004,257627604
672,0.9709935978889281,597749748
673,0.11237847268309424,69180892
674,0.39800071072643206,245011733
675,0.9559886185008712,588512589
676,0.16787677539269094,103345995
677,0.5573797130690074,343126447
678,0.9843631984271924,605980158
679,0.061415245117427006,37807610
680,0.22999721701052755,141587729
681,0.70662300373998,435001553
682,0.8271546679586181,509201601
683,0.5704495946992164,351172348
684,0.9776970498807974,601876436
685,0.08700405885537994,53560244
686,0.3169430668662974,195112139
687,0.8637957353344158,531758072
688,0.4694341251804419,288986591
689,0.9937722519130953,611772431
690,0.024693963330276465,15201758
691,0.09609584430622452,59157204
692,0.34657711772306055,213355047
693,0.9035810625834072,556250169
694,0.34761808043695136,213995870
695,0.9048512048552195,557032076
696,0.34352105268983557,211473714
697,0.8998022128043242,553923885
698,0.359731180640696,221452771
699,0.9189953866790322,565739323
700,0.29702703510733613,182851705
701,0.8331198823354992,512873824
702,0.554734264531205,341497892
703,0.98554659954205,606708668
704,0.05683555369587685,34988323
705,0.2138850413925202,131668972
706,0.6708715395395501,412992727
707,0.881003638731782,542351365
708,0.4182965468198356,257505977
709,0.9708649374963624,597670544
710,0.11286198043982154,69478543
711,0.3994953737059813,245931857
712,0.9571962921730636,589256040
713,0.16347648618857874,100637150
714,0.5456401793615366,335899516
715,0.9891887263711086,608950784
716,0.04267061606573661,26268298
717,0.1629908400153254,100338183
718,0.5443350560848318,335096074
719,0.9896572671797998,609239220
720,0.04084068518506032,25141781
721,0.15629916723851373,96218747
722,0.5261602528606528,323907551
723,0.9947694082693641,612386286
724,0.020760898236725348,12780539
725,0.08111623453110743,49935662
726,0.2974002001961413,183081428
727,0.8337237512665511,513245570
728,0.5531275467839188,340508787
729,0.9862380804531629,607134348
730,0.05415439117772186,33337782
731,0.20437455544462965,125814258
732,0.6487963301604441,399403090
733,0.9091600120018287,559684605
734,0.3295264574688669,202858554
735,0.8815456974745749,542685060
736,0.41664729414717433,256490687
737,0.9697787824437791,597001900
738,0.11693850330690535,71988076
739,0.4120229201074725,253643893
740,0.9666175333201994,595055816
741,0.12874962961670872,79259079
742,0.4475709183361734,275527464
743,0.9865322536695925,607315442
744,0.05301260089535724,32634889
745,0.2003070375162506,123310268
746,0.6391346716684788,393455312
747,0.9202597571274215,566517678
748,0.2927931287914109,180245286
749,0.8261905969705492,508608113
750,0.5729627808475071,352719481
751,0.9762589661178847,600991142
752,0.09247781479737116,56929922
753,0.33486341758502036,206144020
754,0.8886923375017196,547084576
755,0.3946838844021227,242969874
756,0.9532449780235445,586823587
757,0.17783026968678242,109473429
758,0.5833645928309357,359122902
759,0.9697708752019081,596997033
760,0.1169681460000129,72006324
761,0.4121135292971169,253699673
762,0.9666811133868911,595094956
763,0.12851286624780703,79113326
764,0.44686926473175537,275095522
765,0.9862367286297243,607133515
766,0.05415963648854063,33341011
767,0.20439321735323937,125825746
768,0.648840353912391,399430191
769,0.9091077306984644,559652420
770,0.3296971500841834,202963633
771,0.8817777878490979,542827936
772,0.41594042561314637,256055534
773,0.969306611936065,596711229
774,0.1187077029324357,73077206
775,0.41741857494579176,256965492
776,0.9702894298617046,597316258
777,0.11502313011980768,70808960
778,0.40615331053242537,250030525
779,0.9623592675151468,592434400
780,0.1445333918939992,88975662
781,0.49333752718124324,303701675
782,0.9973228897091979,613958226
783,0.010653074051458945,6558099
784,0.04205294839820518,25888058
785,0.16073514673760006,98949564
786,0.5382484437699605,331349117
787,0.991662855631213,610473873
788,0.032987869206318264,20307539
789,0.127279682069265,78354170
790,0.44320746276043116,272841293
791,0.9846306847784297,606144825
792,0.060381066491049164,37170963
793,0.22637342126880616,139356897
794,0.6987626966933285,430162698
795,0.8398686277087517,517028394
796,0.5366123704384861,330341940
797,0.9921515419801915,610774712
798,0.031069570308813983,19126622
799,0.12011596591746221,73944141
800,0.4216956013902173,259598457
801,0.9730350004218574,599006449
802,0.10468917461981447,64447312
803,0.37398011183557356,230224502
804,0.9341347612702317,575059217
805,0.2454927661367875,151126886
806,0.7390520109660713,454965053
807,0.7694880028517785,473701640
808,0.7077311031126496,435683705
809,0.8253226773104109,508073816
810,0.5752189709540693,354108406
811,0.9749250045703575,600169947
812,0.09754049773504529,60046542
813,0.35122513265621325,216216394
814,0.9091854949988863,559700293
815,0.3294432504232403,202807331
816,0.8814324767435039,542615361
817,0.4169919700844123,256702872
818,0.9700075712084364,597142744
819,0.11608060319691892,71459947
820,0.40939752806584995,252027686
821,0.9647468563968921,593904215
822,0.1357013342821343,83538592
823,0.46797306380316916,288087153
824,0.9934073586777982,611547800
825,0.026131221826368525,16086544
826,0.10153904047819629,62508070
827,0.3640031663104844,224082632
828,0.9237043962934409,568638219
829,0.281193592400827,173104539
830,0.8064737864142428,496470321
831,0.6227345347812591,383359285
832,0.9373955735483914,577066594
833,0.2341535978386921,144146423
834,0.7155095049269737,440472138
835,0.8121870566116616,499987446
836,0.6086315743197473,374677414
837,0.9504147324326448,585081270
838,0.1880350095424395,115755531
839,0.6091846004679687,375017860
840,0.9499341048523936,584785392
841,0.1897616121497944,116818438
842,0.6134710493893807,377656625
843,0.9461260405923861,582441124
844,0.2033765080623889,125199853
845,0.6464378710826445,397951207
846,0.9119382401520033,561394900
847,0.3204244763388771,197255317
848,0.8688329988943158,534859043
849,0.45470925351723646,279921868
850,0.9893155056493059,609028830
851,0.0421756403653446,25963588
852,0.1611834543432197,99225545
853,0.5394613600729357,332095796
854,0.9912867762341646,610242356
855,0.03446284095479306,21215541
856,0.13276786265698962,81732728
857,0.4594108236369126,282816184
858,0.9909265498610432,610020599
859,0.03587457933971523,22084616
860,0.1380044996486857,84956435
861,0.47464743832435247,292195940
862,0.9949354179897653,612488483
863,0.02010533875699243,12376972
864,0.07860744530073147,48391236
865,0.2889889762276556,177903426
866,0.8198426479077231,504700276
867,0.5893257155117113,362792606
868,0.9656634570278001,594468480
869,0.1322986037077835,81443850
870,0.4580347758273699,281969080
871,0.9904732906409622,609741569
872,0.03764944515962649,23177234
873,0.14456553811080708,88995451
874,0.49342870977314407,303757808
875,0.9973277043975703,613961190
876,0.010633966210185124,6546336
877,0.04197833104157481,25842123
878,0.1604624415505097,98781685
879,0.5375098431446144,330894430
880,0.9918861165523931,610611314
881,0.03211171288859209,19768171
882,0.12401139762797136,76342194
883,0.4334439578364509,266830819
884,0.9798254700735805,603186704
885,0.07887239789198353,48554342
886,0.28987965554358114,178451734
887,0.8213392689736084,505621605
888,0.5854968861198727,360435555
889,0.968334227030584,596112623
890,0.12234557664874486,75316704
891,0.42843477472769154,263747134
892,0.9770648899415777,601487274
893,0.08941227223227113,55042755
894,0.32485669404806816,199983818
895,0.8751060412971097,538720767
896,0.43608887655182016,268459047
897,0.9812023195153702,604034301
898,0.07359286749518007,45304230
899,0.27202605982257766,167460948
900,0.7901312515739245,486409754
901,0.6616371888719911,407308003
902,0.8932549425025057,549893345
903,0.38044869528743025,234206602
904,0.9404728673106741,578960995
905,0.22337477612082188,137510913
906,0.6921791572000403,426109830
907,0.85013801443615,523350293
908,0.5083394496783746,312936953
909,0.9972225097804569,613896431
910,0.011051405312817534,6803314
911,0.04360779429618316,26845231
912,0.1664075567454917,102441535
913,0.5534771663959158,340724015
914,0.9860893687703116,607042800
915,0.05473133101823522,33692950
916,0.20642589156859825,127077073
917,0.6536188290062432,402371850
918,0.9033410089452549,556102390
919,0.3483909617070649,214471661
920,0.9057886510364865,557609174
921,0.34048892705305434,209607119
922,0.8959793082531836,551570481
923,0.37186954586696747,228925224
924,0.9319945210274149,573741672
925,0.2528891278711547,155680133
926,0.7538555053341286,464078177
927,0.7403739558221013,455778850
928,0.7669592418361136,472144919
929,0.7131437251611668,439015750
930,0.8162333121734399,502478346
931,0.5984860041645448,368431737
932,0.9587990228649681,590242692
933,0.15761879190642042,97031116
934,0.5297726822940799,326131385
